PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,HitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,ContactPositionX,ContactPositionY,ContactPositionZ
72,04/16/2019,7:15:49 PM,1,1,"Kim, Kun Kuk",76225,Right,LOT_GIA,"Choi, Won Jun",66606,Left,KIA_TIG,Windup,3,Top,0,0,0,ChangeUp,ChangeUp,StrikeCalled,Undefined,Undefined,Undefined,0,0,,127.9687486,-0.75150619,-1.728186542,1601.607395,234.9872857,1:45,1.774120949,0.342332812,2.006695328,-82.5148515,25.92264735,37.1494365,0.738975036,0.231011668,117.9763275,-6.89844829,1.054066564,0.470266894,,,,,,,,,,,,-21.70141669,14.83410246,-0.308214867,15.24,1.754210915,0.952183849,-35.31264973,-0.714972808,-3.552069562,6.377645278,-7.378616633,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,9be26f9a-6030-11e9-af39-484d7ee4b922,,,
73,04/16/2019,7:16:06 PM,1,2,"Kim, Kun Kuk",76225,Right,LOT_GIA,"Choi, Won Jun",66606,Left,KIA_TIG,Windup,3,Top,0,0,1,Curveball,Curveball,FoulBall,Undefined,Undefined,Undefined,0,0,,117.700257,1.389267216,0.319881573,2451.384092,34.81787091,7:15,1.805093042,0.322355292,1.744555592,-178.695432,-43.56799625,-30.21234309,0.412589898,0.111036767,107.7280815,-11.75778387,-1.931756647,0.524960259,,,,,,,,,,,,16.53667135,-24.62641768,-0.328289715,15.24,1.827423114,-0.082733835,-32.3941697,0.205266295,2.228817818,6.485175082,-13.1258064,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,a5ae0cdc-6030-11e9-af39-484d7ee4b922,,,
74,04/16/2019,7:16:29 PM,1,3,"Kim, Kun Kuk",76225,Right,LOT_GIA,"Choi, Won Jun",66606,Left,KIA_TIG,Windup,3,Top,0,0,2,Fastball,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,143.9310898,0.153629185,-2.035741829,2208.679833,207.3701022,1:00,1.770211741,0.370662231,1.725896278,-47.31281177,42.12080059,21.84900316,1.340771656,0.0103649,130.899559,-3.339757556,-0.421513354,0.427075882,,,,,,,,,,,,-13.18207892,22.43569201,-0.319882859,15.24,1.770606174,1.320162874,-39.63812188,-0.085915702,-2.700195016,8.563415796,-5.210960341,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,afc129fa-6030-11e9-af39-484d7ee4b922,,,
75,04/16/2019,7:16:43 PM,1,4,"Kim, Kun Kuk",76225,Right,LOT_GIA,"Choi, Won Jun",66606,Left,KIA_TIG,Windup,3,Top,0,1,2,Fastball,Fastball,StrikeCalled,Strikeout,Undefined,Undefined,0,0,,143.6296637,-2.832365637,-2.948696561,2270.201474,211.241991,1:00,1.774851429,0.361711129,1.821557718,-42.99168134,46.03240637,27.97512271,0.543010554,-0.192349977,130.9987244,-6.010863436,-0.872035238,0.42609695,,,,,,,,,,,,-17.28880564,26.98152089,-0.292532917,15.24,1.703660314,1.927485558,-39.5008042,-2.121611277,-3.518231499,8.475421104,-4.315973625,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,b742646f-6030-11e9-af39-484d7ee4b922,,,
76,04/16/2019,7:17:13 PM,2,1,"Kim, Kun Kuk",76225,Right,LOT_GIA,"Ryu, Seung Hyun",66615,Left,KIA_TIG,Windup,3,Top,1,0,0,Slider,Cutter,FoulBall,Undefined,Undefined,Undefined,0,0,,137.2798346,-0.765217213,-0.63251955,2382.08716,151.7758145,11:00,1.813814623,0.373789731,1.735504611,-69.53770033,27.44397251,-14.77918975,0.901070322,0.046338914,126.9181412,-5.85335882,-1.718325784,0.444733143,102.04962,40.96360052,-135.7644298,4405.260005,-25.67637511,12.04163289,-21.56031392,51.36770735,23.61424902,-141.2080846,2.918711548,7.492729702,15.1491645,-0.356501973,15.24,1.789014036,0.475620822,-37.86116473,-0.776890634,1.418189243,6.907753886,-6.939286171,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,ca99408e-6030-11e9-af39-484d7ee4b922,0.081657982,0.864776324,-0.03575361
77,04/16/2019,7:17:27 PM,2,2,"Kim, Kun Kuk",76225,Right,LOT_GIA,"Ryu, Seung Hyun",66615,Left,KIA_TIG,Windup,3,Top,1,0,1,ChangeUp,ChangeUp,InPlay,Undefined,GroundBall,Single,0,0,,132.8711039,-1.993322063,-2.038999379,1658.468794,234.3543987,1:45,1.798443104,0.338389631,1.9288809,-74.74343668,27.29637437,38.19691575,0.491001814,0.147871197,122.153714,-7.532925238,0.812714025,0.456183405,144.597087,-16.2321659,31.81655161,,,,,2.137583864,1.680178359,20.8705108,0.04491272,-22.36137917,16.35840436,-0.295307416,15.24,1.749844179,1.176604154,-36.61802231,-1.52393512,-3.922850399,7.075196539,-6.936899768,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,d1e3a81c-6030-11e9-af39-484d7ee4b922,0.532333268,0.504262242,-0.146463043
78,04/16/2019,7:18:23 PM,3,1,"Kim, Kun Kuk",76225,Right,LOT_GIA,"An, Chi Hong",79608,Right,KIA_TIG,Stretch,3,Top,1,0,0,Slider,Cutter,StrikeCalled,Undefined,Undefined,Undefined,0,0,,136.234384,-1.248898926,-0.320891196,2293.087414,164.3100203,11:30,1.829306646,0.34925224,1.721926626,-62.74082502,35.76973763,-10.07368757,0.846821601,0.157297113,126.0987396,-5.831797342,-1.059978196,0.448224983,,,,,,,,,,,,5.170518695,19.8504431,-0.340198343,15.24,1.792261637,0.249759615,-37.5713747,-1.064085819,0.965428087,6.6777207,-6.100218123,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,f756bb65-6030-11e9-af39-484d7ee4b922,,,
79,04/16/2019,7:18:48 PM,3,2,"Kim, Kun Kuk",76225,Right,LOT_GIA,"An, Chi Hong",79608,Right,KIA_TIG,Stretch,3,Top,1,0,1,Fastball,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,143.8642446,-2.725245066,-0.944963661,2282.776693,210.4992111,1:00,1.789215965,0.353389557,1.776320911,-40.19948028,48.49134272,28.61180292,0.614435845,0.371762794,131.7997787,-5.681480713,1.171301143,0.425298648,,,,,,,,,,,,-16.04819755,27.98260251,-0.331924295,15.24,1.718550957,0.540139118,-39.61787458,-2.045307178,-3.298917988,8.201467967,-4.054458174,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,00496da0-6031-11e9-af39-484d7ee4b922,,,
80,04/16/2019,7:19:16 PM,3,3,"Kim, Kun Kuk",76225,Right,LOT_GIA,"An, Chi Hong",79608,Right,KIA_TIG,Stretch,3,Top,1,1,1,Slider,Cutter,InPlay,Undefined,FlyBall,Triple,0,1,,135.6878342,-0.359946949,-0.792924248,2422.595067,154.8932904,11:15,1.815245803,0.301136409,1.706641745,-69.44257171,30.46714002,-14.32021921,1.018393528,-0.067690256,124.9860443,-5.443992498,-1.844718807,0.451396838,149.7608941,29.52842308,25.67751344,3957.81118,29.6700586,18.53425545,15.61443827,108.4311907,49.1000146,34.26958944,5.167665405,7.107281076,16.47158854,-0.279344934,15.24,1.800461961,0.573682339,-37.4096573,-0.506271237,1.309240846,6.96256285,-6.772398747,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,182de554-6031-11e9-af39-484d7ee4b922,0.104277632,0.986828735,0.078308007
81,04/16/2019,7:20:25 PM,4,1,"Kim, Kun Kuk",76225,Right,LOT_GIA,"Choi, Hyoung Woo",72443,Left,KIA_TIG,Stretch,3,Top,1,0,0,Slider,Cutter,BallCalled,Undefined,Undefined,Undefined,0,0,,138.0293392,-0.382032286,0.50838984,2410.81951,144.0086662,10:45,1.792301596,0.353705632,1.694927374,-66.70477265,30.3347879,-22.09877191,1.016470542,0.277477388,126.5761368,-5.27468391,-1.117632493,0.444865852,,,,,,,,,,,,12.12148564,16.42127651,-0.365331427,15.24,1.777020666,-0.249517753,-38.04357155,-0.519469101,2.299776294,7.495812102,-6.691086155,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,3eec4c88-6031-11e9-af39-484d7ee4b922,,,
82,04/16/2019,7:20:45 PM,4,2,"Kim, Kun Kuk",76225,Right,LOT_GIA,"Choi, Hyoung Woo",72443,Left,KIA_TIG,Stretch,3,Top,1,1,0,Fastball,Fastball,InPlay,Undefined,GroundBall,Single,0,1,,143.1346258,-1.12419691,-2.711056961,2145.103895,212.480225,1:00,1.77209272,0.31658937,1.809697606,-50.37798698,39.17956704,24.99473376,0.950071122,-0.200534313,130.4472794,-4.855066875,-0.856614385,0.427371711,166.9244825,0.932740441,31.5948237,2331.568778,,,,18.059542,17.82454398,32.36289699,0.402759399,-15.48375062,21.99744535,-0.252411555,15.24,1.741354054,1.769944001,-39.41075767,-0.968223094,-3.136509109,8.438010016,-5.350676158,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,47defed0-6031-11e9-af39-484d7ee4b922,0.458853771,0.952367631,0.200128964
83,04/16/2019,7:21:38 PM,5,1,"Kim, Kun Kuk",76225,Right,LOT_GIA,"Kim, Joo Chan",70410,Right,KIA_TIG,Stretch,3,Top,1,0,0,Slider,Cutter,BallCalled,Undefined,Undefined,Undefined,0,0,,137.6991367,-3.31642523,-1.824834952,2393.061114,163.7943341,11:30,1.827658011,0.279666601,1.741497005,-66.26894825,30.65006204,-8.934437242,0.221835064,-0.327961663,127.4496872,-8.137284148,-2.481597489,0.444589442,,,,,,,,,,,,3.584811661,18.56947719,-0.232508694,15.24,1.73811841,1.242003766,-37.89421461,-2.454272508,0.678074749,7.09183879,-6.294193902,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,6ba9c71f-6031-11e9-af39-484d7ee4b922,,,
84,04/16/2019,7:22:02 PM,5,2,"Kim, Kun Kuk",76225,Right,LOT_GIA,"Kim, Joo Chan",70410,Right,KIA_TIG,Stretch,3,Top,1,1,0,Curveball,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,113.5507365,4.22517042,0.462480984,2330.167209,31.87993714,7:00,1.796231427,0.29991892,1.570935756,-187.9848266,-39.92999895,-24.74826077,1.130816399,0.185123912,103.594091,-9.492649542,-1.356154422,0.549497786,,,,,,,,,,,,13.39246618,-24.32080329,-0.310853844,15.24,1.899771588,-0.166217431,-31.16325087,1.654153506,1.684499685,5.606890209,-12.86571208,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,79c9c9ab-6031-11e9-af39-484d7ee4b922,,,
85,04/16/2019,7:23:15 PM,5,3,"Kim, Kun Kuk",76225,Right,LOT_GIA,"Kim, Joo Chan",70410,Right,KIA_TIG,Stretch,3,Top,1,2,0,Slider,Slider,FoulBall,Undefined,Undefined,Undefined,0,0,,135.2510751,-1.565996283,-1.046265584,2136.896502,162.5963233,11:30,1.787046054,0.336998341,1.728507032,-79.22559463,20.32941713,-6.401626173,0.549631068,-0.024344759,126.0385483,-7.328081047,-1.515025113,0.45059485,138.1195371,-0.361473117,-52.05235543,4526.126255,,,,10.0379424,9.734600256,-50.14537715,0.263330688,2.790069931,11.76764283,-0.309622919,15.24,1.740751577,0.706041682,-37.3017854,-1.326947634,0.515612506,6.295779678,-7.631957624,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,a159f3a7-6031-11e9-af39-484d7ee4b922,0.596920077,0.570777699,0.019985317
86,04/16/2019,7:23:44 PM,5,4,"Kim, Kun Kuk",76225,Right,LOT_GIA,"Kim, Joo Chan",70410,Right,KIA_TIG,Stretch,3,Top,1,2,1,Curveball,Curveball,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,117.2861666,0.987877326,-1.66007886,2385.263537,39.79941929,7:15,1.788236729,0.298963392,1.621002542,-172.3006255,-34.54746218,-28.67535833,0.347933601,-0.462745241,107.8065033,-11.55098791,-3.772671487,0.530036101,,,,,,,,,,,,13.86521109,-19.11220358,-0.250753825,15.24,1.800917218,1.034429905,-32.25889948,-0.041398978,1.861788468,6.197331702,-12.37299248,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,b33f57f5-6031-11e9-af39-484d7ee4b922,,,
87,04/16/2019,7:24:20 PM,5,5,"Kim, Kun Kuk",76225,Right,LOT_GIA,"Kim, Joo Chan",70410,Right,KIA_TIG,Stretch,3,Top,1,2,2,Fastball,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,142.0121211,-0.882192131,-0.98308351,2192.634133,211.7030813,1:00,1.775198365,0.360501686,1.802682823,-51.43345852,38.91654023,24.09070848,1.011276696,0.323313433,130.3021225,-4.677979583,0.799663641,0.429258334,,,,,,,,,,,,-13.66015341,21.5868285,-0.338165806,15.24,1.750134129,0.578920067,-39.15832744,-0.801673458,-2.749393881,7.842320156,-5.461845632,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,cc27a13e-6031-11e9-af39-484d7ee4b922,,,
88,04/16/2019,7:24:51 PM,5,6,"Kim, Kun Kuk",76225,Right,LOT_GIA,"Kim, Joo Chan",70410,Right,KIA_TIG,Stretch,3,Top,1,3,2,Slider,Slider,BallCalled,Walk,Undefined,Undefined,0,0,,136.4482222,-2.685638623,-1.150974646,2370.267544,149.7351986,11:00,1.819023636,0.291091873,1.737295682,-72.63979649,25.55789919,-14.9676515,0.329206834,-0.185498716,126.8432968,-7.964859016,-2.24918318,0.447512642,,,,,,,,,,,,7.277300192,15.32429289,-0.260564521,15.24,1.74490314,0.813293728,-37.59420067,-2.045235249,1.360729834,6.671424306,-6.941271086,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,deb8a4db-6031-11e9-af39-484d7ee4b922,,,
89,04/16/2019,7:25:38 PM,6,1,"Kim, Kun Kuk",76225,Right,LOT_GIA,"Lee, Chang Jin",64560,Right,KIA_TIG,Stretch,3,Top,1,0,0,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,134.7397783,-2.820615412,-1.262771209,2460.114288,136.7499176,10:30,1.80939325,0.306783801,1.710962314,-82.71629069,18.39494018,-17.39371221,0.179051778,-0.226411539,125.4702805,-8.811167011,-2.53697316,0.454102987,,,,,,,,,,,,8.471699878,11.56209293,-0.272594221,15.24,1.729555801,0.885548263,-37.11205817,-2.149834188,1.543042266,6.530475067,-7.700721044,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,fab84dfd-6031-11e9-af39-484d7ee4b922,,,
90,04/16/2019,7:26:09 PM,6,2,"Kim, Kun Kuk",76225,Right,LOT_GIA,"Lee, Chang Jin",64560,Right,KIA_TIG,Stretch,3,Top,1,1,0,Fastball,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,144.8286738,-3.50209331,-1.624019999,2349.727441,200.8287801,12:45,1.750432444,0.370002894,1.829627272,-35.65206732,52.51935343,20.01196292,0.403349959,0.111404536,130.9634583,-6.147801489,-0.129314063,0.424051476,,,,,,,,,,,,-12.1643321,31.3214553,-0.332437386,15.24,1.664153999,1.052582654,-39.81788068,-2.573803379,-2.491182435,9.36089555,-3.392203351,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,0cba4c9c-6032-11e9-af39-484d7ee4b922,,,
91,04/16/2019,7:26:36 PM,6,3,"Kim, Kun Kuk",76225,Right,LOT_GIA,"Lee, Chang Jin",64560,Right,KIA_TIG,Stretch,3,Top,1,1,1,Fastball,Fastball,InPlay,Undefined,FlyBall,Single,0,1,,145.3405111,-2.259255922,-1.777399478,2273.23314,216.2474932,1:15,1.763520656,0.355553243,1.792970519,-44.09160631,43.57345805,32.00688087,0.682544847,0.172416635,131.5882919,-5.528527279,0.606316478,0.422832088,123.2592297,26.04192948,-14.31793489,1496.29778,32.48868051,12.66692635,-8.283130473,79.69410894,79.69410894,-14.32500444,3.694086914,-18.69925796,25.33178014,-0.314067488,15.24,1.704923061,1.115578993,-39.99480425,-1.751538549,-3.869701505,9.321281093,-4.56438702,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,1e9fb0ad-6032-11e9-af39-484d7ee4b922,0.223096169,0.662252855,-0.174690662
92,04/16/2019,7:29:54 PM,7,1,"Lee, In Bok",64565,Right,LOT_GIA,"Lee, Myung Ki",76849,Left,KIA_TIG,Stretch,3,Top,1,0,0,Sinker,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,141.0806025,-3.276911766,-2.746938468,1719.058534,235.4967385,1:45,1.882378667,0.521578655,1.833926523,-65.44633364,26.30834554,38.39972085,0.300742699,0.129499407,129.8238327,-8.085898299,0.100003722,0.432582325,,,,,,,,,,,,-22.68884834,16.51131084,-0.458525894,15.24,1.799721468,1.717862878,-38.80607073,-2.469918178,-4.478620397,7.805269319,-6.547432414,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,92f2bad6-6032-11e9-af39-484d7ee4b922,,,
93,04/16/2019,7:30:47 PM,7,2,"Lee, In Bok",64565,Right,LOT_GIA,"Lee, Myung Ki",76849,Left,KIA_TIG,Stretch,3,Top,1,1,0,Sinker,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,142.0945936,-2.429135734,-2.234969543,1847.732544,226.3712797,1:30,1.883122359,0.568345334,1.848316987,-58.83827422,31.41976992,33.0499345,0.608653403,0.268137086,130.2539337,-6.774582836,0.220771923,0.429039837,,,,,,,,,,,,-19.51452804,18.76857738,-0.517692942,15.24,1.821913331,1.403307687,-39.12615992,-1.881259057,-3.907154308,8.102962913,-6.048848233,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,adcad0ec-6032-11e9-af39-484d7ee4b922,,,
94,04/16/2019,7:31:14 PM,7,3,"Lee, In Bok",64565,Right,LOT_GIA,"Lee, Myung Ki",76849,Left,KIA_TIG,Stretch,3,Top,1,1,1,Splitter,ChangeUp,InPlay,Undefined,GroundBall,Single,0,1,,132.3910089,-1.520113312,-3.233013571,1682.036936,247.7520616,2:15,1.875687741,0.523542167,1.785982157,-88.12421923,16.11790859,39.641057,0.563246619,0.003570134,122.3821472,-7.976402002,-0.310040906,0.46108001,158.3753818,1.013458799,25.99496063,2504.592728,,,,17.86966136,17.29517062,26.52868914,0.420324097,-23.44699506,9.669531414,-0.44641562,15.24,1.831881715,1.914632571,-36.448955,-1.289467532,-4.101464774,6.589251192,-8.115207562,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,bfb03030-6032-11e9-af39-484d7ee4b922,0.68422105,0.5983629,-0.005050176
95,04/16/2019,7:32:21 PM,8,1,"Lee, In Bok",64565,Right,LOT_GIA,"Park, Chan Ho",64646,Right,KIA_TIG,Stretch,3,Top,1,0,0,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,130.4257659,0.717138407,-1.175076654,1883.223316,150.6068876,11:00,1.852930517,0.563783152,1.830612668,-93.77160138,13.02372387,-7.392991795,1.117762812,0.158005611,119.9645096,-6.208788334,-1.722927045,0.466692457,,,,,,,,,,,,3.19618871,6.556643951,-0.535189678,15.24,1.863879864,0.763505788,-35.96628127,0.123406304,0.542364743,6.655107239,-8.694045947,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,eae909d1-6032-11e9-af39-484d7ee4b922,,,
96,04/16/2019,7:32:51 PM,8,2,"Lee, In Bok",64565,Right,LOT_GIA,"Park, Chan Ho",64646,Right,KIA_TIG,Stretch,3,Top,1,1,0,Sinker,Fastball,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,139.8912572,-2.747376431,-2.045845117,1800.613186,228.3098646,1:30,1.880073495,0.547668645,1.827597291,-63.71922857,29.29909421,32.99417846,0.46588183,0.299581023,128.9349152,-7.429635384,0.397581329,0.435550897,,,,,,,,,,,,-19.21933682,17.69554759,-0.500811233,15.24,1.809898087,1.252518122,-38.52212573,-2.088395425,-3.747127052,7.520515301,-6.356610819,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,fcaaa39b-6032-11e9-af39-484d7ee4b922,,,
97,04/16/2019,7:33:19 PM,8,3,"Lee, In Bok",64565,Right,LOT_GIA,"Park, Chan Ho",64646,Right,KIA_TIG,Stretch,3,Top,1,1,1,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,128.370498,-2.827265737,-2.643422929,1945.2796,183.8193621,12:15,1.831395216,0.555219032,1.888996741,-91.97090662,17.37003629,1.166475656,0.114750579,-0.177362125,119.4808502,-9.559268827,-2.557026274,0.472221838,,,,,,,,,,,,-2.344255691,11.28349015,-0.49472738,15.24,1.760901643,1.628279146,-35.35146773,-2.052806342,-0.386342716,6.101968861,-7.947085684,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,0d2cd571-6033-11e9-af39-484d7ee4b922,,,
98,04/16/2019,7:33:51 PM,8,4,"Lee, In Bok",64565,Right,LOT_GIA,"Park, Chan Ho",64646,Right,KIA_TIG,Stretch,3,Top,1,2,1,Sinker,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,142.7817948,-3.127091771,-1.825422797,1798.387148,246.9014422,2:15,1.863927429,0.572343491,1.816693013,-70.61846591,18.75265555,44.16506898,0.272672577,0.497939686,132.004097,-8.296306935,1.441787705,0.426926648,,,,,,,,,,,,-25.06106409,12.20991232,-0.531215716,15.24,1.78350414,1.082799401,-39.31043168,-2.420599159,-5.093295755,7.752770362,-7.325163405,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,20a2a365-6033-11e9-af39-484d7ee4b922,,,
99,04/16/2019,7:34:23 PM,8,5,"Lee, In Bok",64565,Right,LOT_GIA,"Park, Chan Ho",64646,Right,KIA_TIG,Stretch,3,Top,1,3,1,Slider,Slider,BallCalled,Walk,Undefined,Undefined,0,0,,131.1310266,-1.786251041,-2.471740144,2059.459444,166.4083436,11:30,1.823206911,0.558152381,1.887990372,-95.82088265,8.363833098,-2.045818151,0.36178016,-0.158196395,122.4306656,-8.804537012,-2.622928911,0.460953021,,,,,,,,,,,,-0.40278041,5.641486909,-0.501358004,15.24,1.776318635,1.567611192,-36.15372489,-1.455050712,-0.069750961,6.076865972,-8.829693016,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,3384a826-6033-11e9-af39-484d7ee4b922,,,
100,04/16/2019,7:35:13 PM,9,1,"Lee, In Bok",64565,Right,LOT_GIA,"Han, Seung Taek",63722,Right,KIA_TIG,Stretch,3,Top,1,0,0,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,132.0118253,-1.378925765,-3.774716076,1977.442337,151.8976671,11:00,1.829020633,0.534814575,1.904560704,-93.53430481,10.17838851,-5.487358192,0.505178647,-0.582574253,122.0220703,-8.268554687,-4.181447853,0.459907632,,,,,,,,,,,,0.406209073,6.503341958,-0.448967662,15.24,1.792161998,2.415916331,-36.33812237,-1.191045182,0.070357888,6.797919948,-8.680231526,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,4edb0576-6033-11e9-af39-484d7ee4b922,,,
101,04/16/2019,7:35:39 PM,9,2,"Lee, In Bok",64565,Right,LOT_GIA,"Han, Seung Taek",63722,Right,KIA_TIG,Stretch,3,Top,1,1,0,Fastball,Fastball,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,143.821611,-2.729189717,-2.958518999,1928.613628,240.4484064,2:00,1.865437765,0.5304815,1.807069203,-63.3677197,25.19536363,44.58610639,0.458395276,0.138999033,132.1163361,-7.388311809,0.342127104,0.424992263,,,,,,,,,,,,-26.11657319,15.49327697,-0.461493778,15.24,1.794590921,1.871583435,-39.56634603,-2.13489173,-5.357602788,8.137348536,-6.628330115,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,60c060c3-6033-11e9-af39-484d7ee4b922,,,
102,04/16/2019,7:36:07 PM,9,3,"Lee, In Bok",64565,Right,LOT_GIA,"Han, Seung Taek",63722,Right,KIA_TIG,Stretch,3,Top,1,1,1,Fastball,Fastball,FoulBall,Undefined,Undefined,Undefined,0,0,,143.9026803,-2.519105607,-3.098733662,1831.733763,243.6976029,2:00,1.851222453,0.529360937,1.810802142,-66.94444831,21.28371509,43.22761688,0.468095853,0.084735257,132.5027939,-7.437496677,0.09789585,0.424187903,131.7508625,-16.19548328,-50.9677596,,,,,2.167390032,1.37386759,-39.80182871,0.048053589,-25.42430584,13.19127662,-0.45705374,15.24,1.785429447,1.975566169,-39.59728241,-2.004913782,-5.23607248,7.966598222,-7.089939428,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,717bc7e4-6033-11e9-af39-484d7ee4b922,0.60614421,0.490762613,-0.084497208
103,04/16/2019,7:36:45 PM,9,4,"Lee, In Bok",64565,Right,LOT_GIA,"Han, Seung Taek",63722,Right,KIA_TIG,Stretch,3,Top,1,1,2,Sinker,ChangeUp,InPlay,Undefined,GroundBall,Single,0,2,,135.1273104,-2.164058183,-3.53256099,1736.789467,239.368598,2:00,1.860204605,0.519755763,1.744777642,-76.34258299,24.06749207,40.80448455,0.481019294,-0.076237215,125.1439453,-7.734052148,-0.537191193,0.452525759,156.4233078,5.072180827,-9.18755413,916.4259267,,,,27.48256718,27.48256718,-10.06573162,0.677130127,-24.05498615,14.24066355,-0.432908229,15.24,1.79940348,2.139661466,-37.17922242,-1.698578495,-4.393492053,6.613658995,-7.205682295,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,848b1836-6033-11e9-af39-484d7ee4b922,0.34020274,0.468550205,0.077080711
104,04/16/2019,7:40:22 PM,10,1,"Park, Geun Hong",74630,Left,LOT_GIA,"Choi, Won Jun",66606,Left,KIA_TIG,Stretch,3,Top,1,0,0,Slider,Slider,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,131.8182527,-1.098375856,3.63710161,2189.228921,187.1105977,12:15,1.692892011,-0.825854061,1.650877146,-86.63904179,19.73403666,2.474187256,0.512241248,0.238686154,122.621814,-7.367431814,3.816936879,0.46576894,,,,,,,,,,,,0.906488276,11.09685978,0.727129326,15.24,1.655878752,-2.315652773,-36.27703,-1.036965032,0.158152601,6.076485829,-7.870610357,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,09a54abf-6034-11e9-af39-484d7ee4b922,,,
