PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,HitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,ContactPositionX,ContactPositionY,ContactPositionZ
252,04/16/2019,9:32:54 PM,1,3,"Koo, Seung Min",63543,Right,LOT_GIA,"Lee, Chang Jin",64560,Right,KIA_TIG,Windup,7,Top,0,0,2,Splitter,ChangeUp,FoulBall,Undefined,Undefined,Undefined,0,0,,133.7976391,-0.570142627,-2.11549622,1548.17491,239.923843,2:00,1.672826233,0.514780067,1.668451081,-81.65773948,22.59937167,39.19264474,0.693530368,0.303101861,122.2577957,-6.55648734,0.770614217,0.461113146,135.7048119,-3.236150758,-51.45692779,,,,,8.144582977,8.055102849,-50.25696186,0.211099243,-22.3800284,12.43161591,-0.461341702,15.24,1.650975791,1.207850358,-36.83304802,-0.684998487,-3.959195425,7.381062291,-7.607403603,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,c27e4dda-6043-11e9-af39-484d7ee4b922,0.462948214,0.697107089,-0.30268463
253,04/16/2019,9:33:17 PM,1,4,"Koo, Seung Min",63543,Right,LOT_GIA,"Lee, Chang Jin",64560,Right,KIA_TIG,Windup,7,Top,0,0,2,Splitter,ChangeUp,BallCalled,Undefined,Undefined,Undefined,0,0,,133.32241,-1.489814756,-2.784788884,1546.404375,255.0630858,2:30,1.631711935,0.516730214,1.739212381,-94.19667799,9.65518536,36.55902119,0.266100739,0.090926715,122.7296585,-8.3857232,-0.087957812,0.460216099,,,,,,,,,,,,-21.52990462,6.214560329,-0.448354759,15.24,1.586654153,1.648073513,-36.69751903,-1.308467778,-3.79582069,7.063457185,-8.710994581,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,ce518e2d-6043-11e9-af39-484d7ee4b922,,,
254,04/16/2019,9:33:39 PM,1,5,"Koo, Seung Min",63543,Right,LOT_GIA,"Lee, Chang Jin",64560,Right,KIA_TIG,Windup,7,Top,0,1,2,Splitter,ChangeUp,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,133.6344562,-1.57597237,-2.827525353,1647.426252,244.0161828,2:15,1.677344224,0.478699459,1.725527857,-84.65623817,19.1986513,39.59165171,0.38223224,0.070381758,122.455069,-7.784496028,0.095239851,0.460222804,,,,,,,,,,,,-23.23106388,11.4139265,-0.408823369,15.24,1.630323984,1.666648384,-36.76973636,-1.332323074,-4.099050491,7.300117332,-7.792697421,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,d7443ece-6043-11e9-af39-484d7ee4b922,,,
255,04/16/2019,9:34:12 PM,2,1,"Koo, Seung Min",63543,Right,LOT_GIA,"Lee, Myung Ki",76849,Left,KIA_TIG,Windup,7,Top,1,0,0,Fastball,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,145.7120471,-1.179235948,-2.180644853,2441.349367,199.0768396,12:45,1.680628494,0.411170215,1.785605598,-46.17162398,40.77908243,14.13083796,0.884721336,-0.065271319,132.2605453,-4.601031262,-1.131312678,0.421105794,,,,,,,,,,,,-9.279302974,22.89912638,-0.35826795,15.24,1.64826312,1.471634748,-40.11862451,-1.009378712,-1.939528398,9.081289928,-5.020352362,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,f0a618bd-6043-11e9-af39-484d7ee4b922,,,
256,04/16/2019,9:34:31 PM,2,2,"Koo, Seung Min",63543,Right,LOT_GIA,"Lee, Myung Ki",76849,Left,KIA_TIG,Windup,7,Top,1,0,1,Splitter,ChangeUp,BallCalled,Undefined,Undefined,Undefined,0,0,,134.7710881,-1.63911945,-1.980512784,1501.348047,244.2391118,2:15,1.701786059,0.52155656,1.641602909,-83.82682272,19.39530444,40.39221913,0.394872142,0.359491455,123.3565109,-7.75888938,0.990326165,0.45881865,,,,,,,,,,,,-22.86438595,11.48383178,-0.471003582,15.24,1.650163053,1.121704098,-37.08376807,-1.395241801,-4.09763191,7.523275257,-7.748579617,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,fb0f06e9-6043-11e9-af39-484d7ee4b922,,,
257,04/16/2019,9:34:48 PM,2,3,"Koo, Seung Min",63543,Right,LOT_GIA,"Lee, Myung Ki",76849,Left,KIA_TIG,Windup,7,Top,1,1,1,Fastball,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,141.6566776,-0.806690529,-0.540240498,2427.444473,197.4689784,12:30,1.675905592,0.51148032,1.75786791,-45.9786201,46.70859082,14.72678874,0.987288332,0.505512486,127.8392487,-4.220946051,0.555786228,0.434775003,,,,,,,,,,,,-8.366457479,25.80732924,-0.498931678,15.24,1.652288834,0.310452719,-39.01047083,-0.728473208,-1.643392335,9.04032991,-4.737411655,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,0401b861-6044-11e9-af39-484d7ee4b922,,,
258,04/16/2019,9:35:05 PM,2,4,"Koo, Seung Min",63543,Right,LOT_GIA,"Lee, Myung Ki",76849,Left,KIA_TIG,Windup,7,Top,1,2,1,Splitter,Splitter,InPlay,Undefined,FlyBall,Single,0,0,,132.6235988,-0.12039957,-2.629343372,1434.96225,244.5605469,2:15,1.67986051,0.530257579,1.64579493,-87.9997758,18.15486267,38.37602828,0.765441409,0.162573047,121.5182785,-6.55455636,0.18718997,0.46529046,114.4658705,32.61954475,-0.964120725,2985.564131,33.43508382,15.85079227,-2.49421694,74.18865428,74.12274517,-8.256396352,4.036946411,-22.18220834,9.703811116,-0.462039345,15.24,1.669273411,1.525926665,-36.50315991,-0.421681913,-3.867628681,7.020905806,-8.114720252,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,133afe2a-6044-11e9-af39-484d7ee4b922,0.656339631,0.791041497,-0.161926548
259,04/16/2019,9:36:45 PM,3,1,"Koo, Seung Min",63543,Right,LOT_GIA,"Lee, Bum Ho",70756,Right,KIA_TIG,Stretch,7,Top,1,0,0,Fastball,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,142.3474296,-2.738917056,-3.384013788,2403.582665,200.7845684,12:45,1.710667294,0.405590826,1.770174696,-38.69217856,53.65175738,20.39681179,0.545531961,-0.350656136,128.1630295,-5.609984844,-1.866356355,0.433969143,,,,,,,,,,,,-13.78942811,31.21106859,-0.322436923,15.24,1.63938084,2.232481079,-39.08974397,-2.023036116,-2.713200971,9.252692137,-3.665575771,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,4b999c2a-6044-11e9-af39-484d7ee4b922,,,
260,04/16/2019,9:37:11 PM,3,2,"Koo, Seung Min",63543,Right,LOT_GIA,"Lee, Bum Ho",70756,Right,KIA_TIG,Stretch,7,Top,1,0,1,Fastball,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,146.356334,-3.145641181,-3.3312229,2434.083322,203.9369321,12:45,1.674975499,0.414460285,1.774539865,-33.52940562,53.15768665,23.63343041,0.445975745,-0.294152898,132.7958679,-5.624006575,-1.579383674,0.420466963,,,,,,,,,,,,-15.25985162,31.03266201,-0.333113926,15.24,1.594093995,2.245601415,-40.20296454,-2.347200363,-3.203563232,9.105257488,-3.291835995,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,5b6447c1-6044-11e9-af39-484d7ee4b922,,,
261,04/16/2019,9:38:00 PM,3,3,"Koo, Seung Min",63543,Right,LOT_GIA,"Lee, Bum Ho",70756,Right,KIA_TIG,Stretch,7,Top,1,0,2,Splitter,ChangeUp,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,134.4746008,0.817028762,-2.157531211,1607.210934,239.2740924,2:00,1.664533892,0.50061385,1.764232896,-85.21768187,16.13231764,27.30227932,1.044184409,0.161635398,123.4580933,-5.457529918,-0.142774452,0.454638841,,,,,,,,,,,,-16.12041552,8.105195839,-0.448465209,15.24,1.6788826,1.293885862,-37.05313026,0.210264922,-2.90573683,7.006502717,-8.345672394,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,7854aa8a-6044-11e9-af39-484d7ee4b922,,,
262,04/16/2019,9:38:45 PM,4,1,"Koo, Seung Min",63543,Right,LOT_GIA,"Han, Seung Taek",63722,Right,KIA_TIG,Stretch,7,Top,2,0,0,Splitter,Splitter,BallCalled,Undefined,Undefined,Undefined,0,0,,132.8517015,-2.118458922,-2.685503881,1432.926099,248.523538,2:15,1.693235841,0.488931907,1.666495514,-89.41192526,16.41311923,41.9702792,0.193928678,0.142087351,122.0516785,-8.635465801,0.401154957,0.46456757,,,,,,,,,,,,-24.22225781,10.23814294,-0.42036762,15.24,1.629174254,1.551208964,-36.53871966,-1.699587735,-4.224472366,7.145231987,-8.021071121,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,932cbb08-6044-11e9-af39-484d7ee4b922,,,
263,04/16/2019,9:39:23 PM,4,2,"Koo, Seung Min",63543,Right,LOT_GIA,"Han, Seung Taek",63722,Right,KIA_TIG,Stretch,7,Top,2,1,0,Splitter,Splitter,BallCalled,Undefined,Undefined,Undefined,0,0,,131.8236548,0.137765401,-1.530275363,1419.23955,250.4353629,2:15,1.680203491,0.505601858,1.650586059,-92.36334583,14.36023806,40.68948461,0.795917203,0.475487627,121.5246231,-6.598279456,1.45040494,0.466535677,,,,,,,,,,,,-22.55911175,7.511203638,-0.467568002,15.24,1.67626276,0.811426629,-36.32367183,-0.273437627,-3.915370094,6.606177613,-8.503001948,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,a5121b87-6044-11e9-af39-484d7ee4b922,,,
264,04/16/2019,9:39:47 PM,4,3,"Koo, Seung Min",63543,Right,LOT_GIA,"Han, Seung Taek",63722,Right,KIA_TIG,Stretch,7,Top,2,2,0,Fastball,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,145.5042347,-0.403444223,-3.063437347,2393.237296,207.4912553,1:00,1.659276637,0.438157646,1.804471547,-41.31090478,45.18710583,23.55647421,1.131899616,-0.193510832,132.7705582,-3.461338383,-1.319845351,0.420008152,,,,,,,,,,,,-14.87307529,24.67667752,-0.365040822,15.24,1.646607013,2.051474567,-40.06514864,-0.445153537,-3.123735362,8.465120694,-4.623901398,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,b6f9de4a-6044-11e9-af39-484d7ee4b922,,,
265,04/16/2019,9:40:08 PM,4,4,"Koo, Seung Min",63543,Right,LOT_GIA,"Han, Seung Taek",63722,Right,KIA_TIG,Stretch,7,Top,2,3,0,Fastball,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,143.244726,-2.0216983,-2.501698499,2408.067709,207.384873,1:00,1.681335663,0.49708692,1.73408428,-41.33755375,48.90354127,25.37676188,0.692909755,0.039794593,130.6440857,-5.065695094,-0.627965598,0.428999552,,,,,,,,,,,,-15.39007621,27.6476454,-0.434900848,15.24,1.626427215,1.619993818,-39.41812236,-1.559279097,-3.122478632,8.348324638,-4.197244253,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,bfea2c55-6044-11e9-af39-484d7ee4b922,,,
266,04/16/2019,9:40:30 PM,4,5,"Koo, Seung Min",63543,Right,LOT_GIA,"Han, Seung Taek",63722,Right,KIA_TIG,Stretch,7,Top,2,3,1,Fastball,Fastball,FoulBall,Undefined,Undefined,Undefined,0,0,,145.6033265,-2.331028379,-2.66528944,2465.330804,203.6497162,12:45,1.677820858,0.483766648,1.730336516,-33.97653417,53.63089091,23.52227167,0.674690652,-0.038807726,132.447464,-4.835567331,-0.927445773,0.422693061,,,,,,,,,,,,-14.55684654,30.44112748,-0.417076599,15.24,1.615356671,1.767958601,-40.04694191,-1.771029053,-3.04196361,8.784093441,-3.445327047,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,d1cac865-6044-11e9-af39-484d7ee4b922,,,
267,04/16/2019,9:41:07 PM,4,6,"Koo, Seung Min",63543,Right,LOT_GIA,"Han, Seung Taek",63722,Right,KIA_TIG,Stretch,7,Top,2,3,2,Fastball,Fastball,BallCalled,Walk,Undefined,Undefined,0,0,,143.9780173,-3.056187847,-3.591331558,2428.5337,203.5686392,12:45,1.655474972,0.469381452,1.769880736,-35.1180161,54.22750099,23.69272046,0.435564924,-0.312901265,131.119368,-5.646174918,-1.839718222,0.426865488,,,,,,,,,,,,-15.36570393,31.40857853,-0.381263954,15.24,1.576425137,2.388673994,-39.55196334,-2.254791445,-3.134543769,8.508354475,-3.399422281,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,e3b4ed97-6044-11e9-af39-484d7ee4b922,,,
268,04/16/2019,9:44:27 PM,5,1,"Ko, Hyo Jun",72523,Left,LOT_GIA,"Choi, Won Jun",66606,Left,KIA_TIG,Stretch,7,Top,2,0,0,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,134.6629152,1.616457579,1.842821611,2112.661807,98.38184766,9:15,1.6471227,-0.559286275,1.599608324,-104.9091622,0.485073034,-3.964663827,1.06134261,-0.070971761,121.0293869,-6.116530829,1.549823926,0.463620988,,,,,,,,,,,,3.662619253,-1.114573021,0.508111997,15.24,1.683282964,-1.174721334,-37.00471348,0.624529228,0.643473449,8.533870034,-10.00246564,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,5f013cc1-6045-11e9-af39-484d7ee4b922,,,
269,04/16/2019,9:44:55 PM,5,2,"Ko, Hyo Jun",72523,Left,LOT_GIA,"Choi, Won Jun",66606,Left,KIA_TIG,Stretch,7,Top,2,1,0,Fastball,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,148.5890639,-2.956393008,1.856037444,2280.108955,175.3738904,11:45,1.684385435,-0.483810118,1.779594712,-26.46566613,57.92861808,-4.693816546,0.58112926,-0.004830873,133.8844894,-4.920295274,1.506319474,0.414869184,,,,,,,,,,,,4.045349959,33.69992559,0.438084143,15.24,1.609106148,-1.304894324,-40.85099471,-2.217376618,0.870195458,10.02218996,-2.557457102,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,6feeb566-6045-11e9-af39-484d7ee4b922,,,
270,04/16/2019,9:45:53 PM,5,3,"Ko, Hyo Jun",72523,Left,LOT_GIA,"Choi, Won Jun",66606,Left,KIA_TIG,Stretch,7,Top,2,1,1,Slider,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,133.2790231,1.027071703,1.387770664,2052.613461,290.7897072,3:45,1.648376262,-0.516378352,1.548348272,-108.6100216,-0.991060511,2.343879721,0.857463565,-0.094166372,120.6815323,-6.921952375,1.559997531,0.468488633,,,,,,,,,,,,-0.11669626,-1.346726779,0.476132205,15.24,1.668045728,-0.897390774,-36.64701702,0.213106577,-0.020227855,7.981348907,-10.04008845,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,8db8021b-6045-11e9-af39-484d7ee4b922,,,
271,04/16/2019,9:46:31 PM,5,4,"Ko, Hyo Jun",72523,Left,LOT_GIA,"Choi, Won Jun",66606,Left,KIA_TIG,Stretch,7,Top,2,1,2,Slider,Slider,FoulBall,Undefined,Undefined,Undefined,0,0,,135.4656164,-0.382657923,1.475206399,2154.651777,180,12:00,1.677705549,-0.513439507,1.580356067,-98.83718889,5.300249579,2.11E-13,0.579574917,-0.090355352,122.3763794,-7.631511556,1.475206399,0.460848423,,,,,,,,,,,,1.233407698,3.119737144,0.471709442,15.24,1.658158395,-0.959202914,-37.24640419,-0.651765543,0.219885181,8.538268832,-9.250480318,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,a8901307-6045-11e9-af39-484d7ee4b922,,,
272,04/16/2019,9:47:18 PM,5,5,"Ko, Hyo Jun",72523,Left,LOT_GIA,"Choi, Won Jun",66606,Left,KIA_TIG,Stretch,7,Top,2,1,2,Fastball,Fastball,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,147.0784324,-1.950061154,3.268344641,2209.495834,169.3304885,11:45,1.702437034,-0.420670883,1.761761855,-27.07419861,58.96499993,-11.1242996,0.877607046,0.395887617,132.9428375,-3.956300524,2.443629008,0.418892745,,,,,,,,,,,,8.538984725,33.27241277,0.339293002,15.24,1.65142354,-2.263833615,-40.43013388,-1.488193765,1.807504907,9.448678635,-2.763652351,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,c3682432-6045-11e9-af39-484d7ee4b922,,,
273,04/16/2019,9:49:54 PM,1,1,"Yang, Seung Cheol",69646,Right,KIA_TIG,"Jeon, Jun Woo",78513,Right,LOT_GIA,Windup,7,Bottom,0,0,0,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,125.3957468,1.305709144,-3.147453484,2035.458114,152.807582,11:00,1.813578641,0.811685587,1.721570015,-104.3707816,11.15163886,-5.78510189,1.14166799,-0.141788577,117.3544464,-6.273667173,-3.568311679,0.485386619,,,,,,,,,,,,1.351614756,5.213721451,-0.729899727,15.24,1.839277767,1.921198724,-34.55693162,0.410763681,0.21578499,5.006658463,-8.97428055,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,1ce31af9-6046-11e9-af39-484d7ee4b922,,,
274,04/16/2019,9:50:11 PM,1,2,"Yang, Seung Cheol",69646,Right,KIA_TIG,"Jeon, Jun Woo",78513,Right,LOT_GIA,Windup,7,Bottom,0,1,0,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,127.9582142,-0.766349513,-1.230439698,2043.987532,192.1762897,12:30,1.783024569,0.845917514,1.713557294,-103.2682378,8.157176845,1.782716537,0.532322677,0.513743479,119.4682709,-8.267485416,-1.099980335,0.476701798,,,,,,,,,,,,-1.683606519,4.798532096,-0.814112973,15.24,1.755112632,0.751493571,-35.29490481,-0.853899308,-0.278455265,5.659457045,-9.013010564,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,2c63e841-6046-11e9-af39-484d7ee4b922,,,
275,04/16/2019,9:50:30 PM,1,3,"Yang, Seung Cheol",69646,Right,KIA_TIG,"Jeon, Jun Woo",78513,Right,LOT_GIA,Windup,7,Bottom,0,2,0,Fastball,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,140.1185863,-2.082775097,-3.986413656,1996.455562,226.3309887,1:30,1.902082093,0.723158018,1.65915948,-53.05035643,42.16554418,44.26531016,0.775538345,0.026417653,128.1548309,-5.963274107,-0.741441881,0.440665854,,,,,,,,,,,,-26.25119343,23.81693755,-0.619353091,15.24,1.84153567,2.500762073,-38.49433623,-1.621272999,-5.09659132,7.713430328,-5.182662237,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,374ff215-6046-11e9-af39-484d7ee4b922,,,
276,04/16/2019,9:50:44 PM,1,4,"Yang, Seung Cheol",69646,Right,KIA_TIG,"Jeon, Jun Woo",78513,Right,LOT_GIA,Windup,7,Bottom,0,2,1,Fastball,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,141.2676713,-2.985202666,-4.689803516,1989.31503,224.5560662,1:30,1.879065124,0.723976521,1.624333348,-51.37123671,42.9602583,42.38697114,0.508043716,-0.196279663,129.2955002,-6.728474441,-1.593970907,0.438614534,,,,,,,,,,,,-25.62388216,24.75563183,-0.598271699,15.24,1.792194797,2.999670849,-38.7422114,-2.243575819,-5.042875011,7.756966233,-4.934649871,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,3f56a9ee-6046-11e9-af39-484d7ee4b922,,,
277,04/16/2019,9:51:12 PM,1,5,"Yang, Seung Cheol",69646,Right,KIA_TIG,"Jeon, Jun Woo",78513,Right,LOT_GIA,Windup,7,Bottom,0,2,2,Slider,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,125.4761826,-1.68249318,-4.132491163,2273.792633,84.70436183,8:45,1.848544439,0.730240404,1.512229539,-122.9824035,-1.507147783,-15.02780938,0.132890793,-0.611941312,115.9531265,-10.50148389,-5.222177069,0.497735447,,,,,,,,,,,,4.832255685,0.441718779,-0.606797281,15.24,1.78698878,2.547108957,-34.43401768,-1.498719665,0.747135123,6.450494408,-9.738354025,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,505c0062-6046-11e9-af39-484d7ee4b922,,,
278,04/16/2019,9:51:39 PM,1,6,"Yang, Seung Cheol",69646,Right,KIA_TIG,"Jeon, Jun Woo",78513,Right,LOT_GIA,Windup,7,Bottom,0,3,2,Curveball,Curveball,FoulBall,Undefined,Undefined,Undefined,0,0,,127.7626315,-0.233538528,-3.450886522,2231.063349,12.43637813,6:30,1.791825701,0.802642783,1.53432815,-137.0764806,-20.23781262,-4.438817852,0.35378768,-0.235202953,117.5528046,-10.13717456,-3.774471822,0.488144003,,,,,,,,,,,,-0.258277104,-10.42626535,-0.70173723,15.24,1.772173728,2.134250566,-35.10057291,-0.687041731,-0.041383593,6.864551835,-11.47724453,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,5b860376-6046-11e9-af39-484d7ee4b922,,,
279,04/16/2019,9:52:07 PM,1,7,"Yang, Seung Cheol",69646,Right,KIA_TIG,"Jeon, Jun Woo",78513,Right,LOT_GIA,Windup,7,Bottom,0,3,2,Fastball,Fastball,FoulBall,Undefined,Undefined,Undefined,0,0,,142.7748325,-0.553958684,-3.681466066,1947.756564,231.7391427,1:45,1.865790588,0.727426228,1.685245827,-56.35698052,35.39463189,44.98976793,1.144065269,0.127019089,129.6659317,-4.703434973,-0.366403882,0.432575096,120.4305636,17.27044729,167.8199111,2905.196581,-33.21048727,4.143064925,4.6026237,47.74253209,20.57641922,173.7853541,1.74288147,-26.70725189,19.27510971,-0.633469718,15.24,1.846653991,2.340458461,-39.2488884,-0.611893242,-5.355950328,8.506497374,-5.941163181,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,71b183cc-6046-11e9-af39-484d7ee4b922,-0.125950818,1.09737058,-0.124094579
280,04/16/2019,9:52:29 PM,1,8,"Yang, Seung Cheol",69646,Right,KIA_TIG,"Jeon, Jun Woo",78513,Right,LOT_GIA,Windup,7,Bottom,0,3,2,Fastball,Fastball,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,142.2974641,-2.310007869,-5.05494403,1894.15565,225.8206901,1:30,1.857514191,0.704382811,1.743535293,-55.57889902,35.99940509,37.13436366,0.643030741,-0.363032211,130.2731735,-6.389687936,-2.326574811,0.43216636,,,,,,,,,,,,-23.38249224,20.88219369,-0.578232409,15.24,1.79438815,3.306156396,-39.04808673,-1.802592209,-4.674232865,7.887675899,-5.632234584,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,7e8fbc5b-6046-11e9-af39-484d7ee4b922,,,
281,04/16/2019,9:54:51 PM,2,1,"Lee, Jun Young",65665,Left,KIA_TIG,"Asuaje, Carlos",69530,Left,LOT_GIA,Windup,7,Bottom,1,0,0,Curveball,Curveball,InPlay,Undefined,Popup,Out,1,0,,123.4621298,1.097819953,0.757323055,2400.06609,302.9199763,4:00,1.84244411,-0.569601092,1.562638919,-134.9790401,-11.79212866,18.03502943,0.807840718,-0.171854288,114.1979095,-8.676410982,2.072171662,0.501229869,107.6632932,48.35414419,-4.375087517,4041.288895,32.93969973,24.13480196,-6.253133561,58.74224363,34.01035793,-8.357985966,4.566766968,-8.942680723,-6.924014358,0.546295226,15.24,1.861471766,-0.518358824,-34.0036096,0.136145835,-1.357995044,5.880794586,-10.8580995,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,cfd91ca2-6046-11e9-af39-484d7ee4b922,0.295390331,0.786899492,0.166903821
282,04/16/2019,9:55:23 PM,3,1,"Lee, Jun Young",65665,Left,KIA_TIG,"Son, Ah Seop",77532,Left,LOT_GIA,Windup,7,Bottom,2,0,0,Curveball,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,126.1792195,-0.475737536,1.476474728,,282.0978659,3:30,1.840389132,-0.570638943,1.609650054,-119.8914689,-2.572488369,11.48714168,0.505259573,-0.033074511,116.8419617,-9.162227779,2.316084339,0.489146331,,,,,,,,,,,,-5.051863147,-1.032635394,0.528629925,15.24,1.816755856,-0.93960146,-34.75532747,-0.745626671,-0.801011943,6.176281217,-9.970382322,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,e1be82bc-6046-11e9-af39-484d7ee4b922,,,
283,04/16/2019,9:55:36 PM,3,2,"Lee, Jun Young",65665,Left,KIA_TIG,"Son, Ah Seop",77532,Left,LOT_GIA,Windup,7,Bottom,2,0,1,Fastball,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,139.5947981,-3.078523378,1.613565837,2243.574847,167.6412865,11:30,1.777324511,-0.549329262,1.756887765,-42.74091047,52.67278523,-11.56073557,0.475497616,-0.207124166,126.6871811,-6.231558585,0.755411075,0.441123322,,,,,,,,,,,,7.465052992,30.71706591,0.509489738,15.24,1.696557463,-1.036882386,-38.38870615,-2.229993723,1.426096001,8.444596328,-3.938575801,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,ea2bb998-6046-11e9-af39-484d7ee4b922,,,
284,04/16/2019,9:55:54 PM,3,3,"Lee, Jun Young",65665,Left,KIA_TIG,"Son, Ah Seop",77532,Left,LOT_GIA,Windup,7,Bottom,2,1,1,Curveball,Curveball,InPlay,Undefined,FlyBall,Out,1,0,,114.257182,1.661570523,0.24997242,2350.771216,313.9026374,4:30,1.845888332,-0.563664435,1.660802448,-171.301143,-27.21169264,28.13375968,0.607108873,-0.211001967,104.8916451,-10.86209249,2.328778284,0.542089197,142.7814046,46.47411821,22.75302391,4668.345292,30.8373666,32.97632085,13.15975533,82.97052097,23.8040694,22.80936972,5.889876099,-14.77915372,-15.79709766,0.554669758,15.24,1.876701392,-0.230540669,-31.44261274,0.343640895,-1.889548901,5.780497253,-11.82634538,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,f97814bc-6046-11e9-af39-484d7ee4b922,0.634492475,0.645709756,0.219191596
